UNIX time;Local time;genericSensor1;genericSensor2 min;genericSensor2 avg;genericSensor2 max;genericSensor3 min;genericSensor3 avg;genericSensor3 max;genericSensor4 min;genericSensor4 avg;genericSensor4 max;genericSensor5 min;genericSensor5 avg;genericSensor5 max;genericSensor6 min;genericSensor6 avg;genericSensor6 max;genericSensor7 min;genericSensor7 avg;genericSensor7 max;genericSensor8 min;genericSensor8 avg;genericSensor8 max;genericSensor9 min;genericSensor9 avg;genericSensor9 max;genericSensor10 min;genericSensor10 avg;genericSensor10 max
1725478270;2024-09-04T22:31:10.000;7.255
1725478271;2024-09-04T22:31:11.000;7.126
1725478272;2024-09-04T22:31:12.000;7.105
1725478273;2024-09-04T22:31:13.000;7.126
1725478274;2024-09-04T22:31:14.000;7.126
1725478275;2024-09-04T22:31:15.000;7.062
1725478276;2024-09-04T22:31:16.000;7.126
1725478277;2024-09-04T22:31:17.000;7.105
1725478278;2024-09-04T22:31:18.000;7.083
1725478279;2024-09-04T22:31:19.000;7.083
1725478280;2024-09-04T22:31:20.000;7.083
1725478281;2024-09-04T22:31:21.000;7.083
1725478282;2024-09-04T22:31:22.000;7.126
1725478283;2024-09-04T22:31:23.000;7.105
1725478284;2024-09-04T22:31:24.000;6.934
1725478285;2024-09-04T22:31:25.000;7.019
1725478286;2024-09-04T22:31:26.000;7.019
1725478287;2024-09-04T22:31:27.000;6.42
1725478288;2024-09-04T22:31:28.000;6.698
1725478289;2024-09-04T22:31:29.000;6.784
1725478290;2024-09-04T22:31:30.000;6.848
1725478291;2024-09-04T22:31:31.000;6.934
1725478292;2024-09-04T22:31:32.000;6.078
1725478293;2024-09-04T22:31:33.000;6.035
1725478294;2024-09-04T22:31:34.000;5.928
1725478295;2024-09-04T22:31:35.000;5.949
1725478296;2024-09-04T22:31:36.000;6.206
1725478297;2024-09-04T22:31:37.000;5.949
1725478298;2024-09-04T22:31:38.000;5.906
1725478299;2024-09-04T22:31:39.000;5.906
1725478300;2024-09-04T22:31:40.000;5.821
1725478301;2024-09-04T22:31:41.000;5.714
1725478302;2024-09-04T22:31:42.000;5.821
1725478303;2024-09-04T22:31:43.000;5.842
1725478304;2024-09-04T22:31:44.000;5.842
1725478305;2024-09-04T22:31:45.000;6.463
1725478306;2024-09-04T22:31:46.000;6.292
1725478307;2024-09-04T22:31:47.000;6.27
1725478308;2024-09-04T22:31:48.000;5.949
1725478309;2024-09-04T22:31:49.000;6.163
1725478310;2024-09-04T22:31:50.000;6.099
1725478311;2024-09-04T22:31:51.000;5.906
